scan_id,broker,pair,rate_type,qty,buy,sell
000000041,InternetowyKantor,CHFPLN,unit price,1,47739,48139
000000041,InternetowyKantor,USDPLN,unit price,1,45039,45340
000000041,InternetowyKantor,GBPPLN,unit price,1,53437,53837
000000041,InternetowyKantor,NOKPLN,unit price,1,4504,4564
000000041,Cinkciarz,CHFPLN,50K price,1,47690,47946
000000041,Cinkciarz,EURPLN,50K price,1,46696,46960
000000041,Cinkciarz,GBPPLN,50K price,1,53478,53777
000000041,Cinkciarz,USDPLN,50K price,1,45039,45296
000000041,Cinkciarz,NOKPLN,50K price,1,4501,4563
000000041,Cinkciarz,CHFPLN,unit price,1,47625,48013
000000041,Cinkciarz,EURPLN,unit price,1,46635,47024
000000041,Cinkciarz,GBPPLN,unit price,1,53417,53834
000000041,Cinkciarz,USDPLN,unit price,1,44992,45366
000000041,Cinkciarz,NOKPLN,unit price,1,4501,4563
000000042,InternetowyKantor,EURPLN,unit price,1,46715,47015
000000042,InternetowyKantor,CHFPLN,unit price,1,47752,48152
000000042,InternetowyKantor,USDPLN,unit price,1,45068,45368
000000042,InternetowyKantor,GBPPLN,unit price,1,53463,53863
000000042,InternetowyKantor,NOKPLN,unit price,1,4505,4565
000000042,Cinkciarz,CHFPLN,50K price,1,47704,47958
000000042,Cinkciarz,EURPLN,50K price,1,46712,46977
000000042,Cinkciarz,GBPPLN,50K price,1,53492,53792
000000042,Cinkciarz,USDPLN,50K price,1,45063,45321
000000042,Cinkciarz,NOKPLN,50K price,1,4503,4564
000000042,Cinkciarz,CHFPLN,unit price,1,47637,48025
000000042,Cinkciarz,EURPLN,unit price,1,46650,47039
000000042,Cinkciarz,GBPPLN,unit price,1,53437,53858
000000042,Cinkciarz,USDPLN,unit price,1,45004,45378
000000042,Cinkciarz,NOKPLN,unit price,1,4503,4565
000000043,InternetowyKantor,EURPLN,unit price,1,46717,47017
000000043,InternetowyKantor,CHFPLN,unit price,1,47748,48148
000000043,InternetowyKantor,USDPLN,unit price,1,45067,45367
000000043,InternetowyKantor,GBPPLN,unit price,1,53459,53859
000000043,InternetowyKantor,NOKPLN,unit price,1,4506,4566
000000043,Cinkciarz,CHFPLN,50K price,1,47697,47958
000000043,Cinkciarz,EURPLN,50K price,1,46712,46976
000000043,Cinkciarz,GBPPLN,50K price,1,53493,53788
000000043,Cinkciarz,USDPLN,50K price,1,45066,45323
000000043,Cinkciarz,NOKPLN,50K price,1,4503,4565
000000043,Cinkciarz,CHFPLN,unit price,1,47634,48026
000000043,Cinkciarz,EURPLN,unit price,1,46650,47039
000000043,Cinkciarz,GBPPLN,unit price,1,53427,53864
000000043,Cinkciarz,USDPLN,unit price,1,45004,45380
000000043,Cinkciarz,NOKPLN,unit price,1,4503,4565
000000044,InternetowyKantor,EURPLN,unit price,1,46716,47016
000000044,InternetowyKantor,CHFPLN,unit price,1,47745,48145
000000044,InternetowyKantor,USDPLN,unit price,1,45073,45373
000000044,InternetowyKantor,GBPPLN,unit price,1,53470,53869
000000044,InternetowyKantor,NOKPLN,unit price,1,4506,4566
000000044,Cinkciarz,CHFPLN,50K price,1,47693,47949
000000044,Cinkciarz,EURPLN,50K price,1,46712,46978
000000044,Cinkciarz,GBPPLN,50K price,1,53502,53795
000000044,Cinkciarz,USDPLN,50K price,1,45070,45329
000000044,Cinkciarz,NOKPLN,50K price,1,4503,4565
000000044,Cinkciarz,CHFPLN,unit price,1,47627,48019
000000044,Cinkciarz,EURPLN,unit price,1,46650,47039
000000044,Cinkciarz,GBPPLN,unit price,1,53438,53855
000000044,Cinkciarz,USDPLN,unit price,1,45004,45380
000000044,Cinkciarz,NOKPLN,unit price,1,4503,4564
000000045,InternetowyKantor,EURPLN,unit price,1,46716,47016
000000045,InternetowyKantor,CHFPLN,unit price,1,47733,48133
000000045,InternetowyKantor,USDPLN,unit price,1,45062,45362
000000045,InternetowyKantor,GBPPLN,unit price,1,53468,53868
000000045,InternetowyKantor,NOKPLN,unit price,1,4505,4565
000000045,Cinkciarz,CHFPLN,50K price,1,47683,47938
000000045,Cinkciarz,EURPLN,50K price,1,46712,46977
000000045,Cinkciarz,GBPPLN,50K price,1,53492,53792
000000045,Cinkciarz,USDPLN,50K price,1,45063,45321
000000045,Cinkciarz,NOKPLN,50K price,1,4502,4564
000000045,Cinkciarz,CHFPLN,unit price,1,47617,48010
000000045,Cinkciarz,EURPLN,unit price,1,46651,47040
000000045,Cinkciarz,GBPPLN,unit price,1,53444,53861
000000045,Cinkciarz,USDPLN,unit price,1,45003,45376
000000045,Cinkciarz,NOKPLN,unit price,1,4503,4564
000000046,InternetowyKantor,EURPLN,unit price,1,46712,47013
000000046,InternetowyKantor,CHFPLN,unit price,1,47724,48124
000000046,InternetowyKantor,USDPLN,unit price,1,45051,45351
000000046,InternetowyKantor,GBPPLN,unit price,1,53468,53868
000000046,InternetowyKantor,NOKPLN,unit price,1,4505,4565
000000046,Cinkciarz,CHFPLN,50K price,1,47680,47941
000000046,Cinkciarz,EURPLN,50K price,1,46712,46977
000000046,Cinkciarz,GBPPLN,50K price,1,53499,53799
000000046,Cinkciarz,USDPLN,50K price,1,45052,45312
000000046,Cinkciarz,NOKPLN,50K price,1,4503,4564
000000046,Cinkciarz,CHFPLN,unit price,1,47610,48000
000000046,Cinkciarz,EURPLN,unit price,1,46650,47039
000000046,Cinkciarz,GBPPLN,unit price,1,53445,53862
000000046,Cinkciarz,USDPLN,unit price,1,44993,45369
000000046,Cinkciarz,NOKPLN,unit price,1,4503,4564
000000047,InternetowyKantor,EURPLN,unit price,1,46724,47024
000000047,InternetowyKantor,CHFPLN,unit price,1,47739,48139
000000047,InternetowyKantor,USDPLN,unit price,1,45058,45359
000000047,InternetowyKantor,GBPPLN,unit price,1,53483,53883
000000047,InternetowyKantor,NOKPLN,unit price,1,4506,4566
000000047,Cinkciarz,CHFPLN,50K price,1,47684,47941
000000047,Cinkciarz,EURPLN,50K price,1,46721,46986
000000047,Cinkciarz,GBPPLN,50K price,1,53516,53811
000000047,Cinkciarz,USDPLN,50K price,1,45057,45317
000000047,Cinkciarz,NOKPLN,50K price,1,4504,4565
000000047,Cinkciarz,CHFPLN,unit price,1,47623,48011
000000047,Cinkciarz,EURPLN,unit price,1,46659,47048
000000047,Cinkciarz,GBPPLN,unit price,1,53454,53872
000000047,Cinkciarz,USDPLN,unit price,1,44997,45373
000000047,Cinkciarz,NOKPLN,unit price,1,4503,4565
000000048,InternetowyKantor,EURPLN,unit price,1,46725,47025
000000048,InternetowyKantor,CHFPLN,unit price,1,47732,48132
000000048,InternetowyKantor,USDPLN,unit price,1,45053,45353
000000048,InternetowyKantor,GBPPLN,unit price,1,53484,53884
000000048,InternetowyKantor,NOKPLN,unit price,1,4506,4566
000000048,Cinkciarz,CHFPLN,50K price,1,47682,47942
000000048,Cinkciarz,EURPLN,50K price,1,46722,46986
000000048,Cinkciarz,GBPPLN,50K price,1,53518,53811
000000048,Cinkciarz,USDPLN,50K price,1,45052,45312
000000048,Cinkciarz,NOKPLN,50K price,1,4504,4566
000000048,Cinkciarz,CHFPLN,unit price,1,47615,48013
000000048,Cinkciarz,EURPLN,unit price,1,46660,47049
000000048,Cinkciarz,GBPPLN,unit price,1,53456,53873
000000048,Cinkciarz,USDPLN,unit price,1,44993,45369
000000048,Cinkciarz,NOKPLN,unit price,1,4504,4566
000000049,InternetowyKantor,EURPLN,unit price,1,46730,47030
000000049,InternetowyKantor,CHFPLN,unit price,1,47743,48143
000000049,InternetowyKantor,USDPLN,unit price,1,45058,45358
000000049,InternetowyKantor,GBPPLN,unit price,1,53500,53900
000000049,InternetowyKantor,NOKPLN,unit price,1,4507,4567
000000049,Cinkciarz,CHFPLN,50K price,1,47684,47946
000000049,Cinkciarz,EURPLN,50K price,1,46734,46998
000000049,Cinkciarz,GBPPLN,50K price,1,53539,53836
000000049,Cinkciarz,USDPLN,50K price,1,45063,45326
000000049,Cinkciarz,NOKPLN,50K price,1,4505,4566
000000049,Cinkciarz,CHFPLN,unit price,1,47628,48023
000000049,Cinkciarz,EURPLN,unit price,1,46675,47064
000000049,Cinkciarz,GBPPLN,unit price,1,53480,53897
000000049,Cinkciarz,USDPLN,unit price,1,45004,45382
000000049,Cinkciarz,NOKPLN,unit price,1,4505,4567
000000050,InternetowyKantor,EURPLN,unit price,1,46722,47022
000000050,InternetowyKantor,CHFPLN,unit price,1,47744,48144
000000050,InternetowyKantor,USDPLN,unit price,1,45056,45355
000000050,InternetowyKantor,GBPPLN,unit price,1,53490,53890
000000050,InternetowyKantor,NOKPLN,unit price,1,4507,4567
000000050,Cinkciarz,CHFPLN,50K price,1,47697,47956
000000050,Cinkciarz,EURPLN,50K price,1,46721,46985
000000050,Cinkciarz,GBPPLN,50K price,1,53528,53821
000000050,Cinkciarz,USDPLN,50K price,1,45052,45314
000000050,Cinkciarz,NOKPLN,50K price,1,4504,4566
000000050,Cinkciarz,CHFPLN,unit price,1,47630,48023
000000050,Cinkciarz,EURPLN,unit price,1,46658,47047
000000050,Cinkciarz,GBPPLN,unit price,1,53467,53884
000000050,Cinkciarz,USDPLN,unit price,1,45001,45378
000000050,Cinkciarz,NOKPLN,unit price,1,4504,4566
000000051,InternetowyKantor,EURPLN,unit price,1,46723,47023
000000051,InternetowyKantor,CHFPLN,unit price,1,47755,48155
000000051,InternetowyKantor,USDPLN,unit price,1,45056,45355
000000051,InternetowyKantor,GBPPLN,unit price,1,53490,53890
000000051,InternetowyKantor,NOKPLN,unit price,1,4507,4567
000000051,Cinkciarz,CHFPLN,50K price,1,47698,47956
000000051,Cinkciarz,EURPLN,50K price,1,46721,46985
000000051,Cinkciarz,GBPPLN,50K price,1,53522,53816
000000051,Cinkciarz,USDPLN,50K price,1,45056,45316
000000051,Cinkciarz,NOKPLN,50K price,1,4504,4566
000000051,Cinkciarz,CHFPLN,unit price,1,47632,48023
000000051,Cinkciarz,EURPLN,unit price,1,46659,47048
000000051,Cinkciarz,GBPPLN,unit price,1,53463,53880
000000051,Cinkciarz,USDPLN,unit price,1,44995,45372
000000051,Cinkciarz,NOKPLN,unit price,1,4504,4566
000000052,InternetowyKantor,EURPLN,unit price,1,46722,47022
000000052,InternetowyKantor,CHFPLN,unit price,1,47760,48160
000000052,InternetowyKantor,USDPLN,unit price,1,45049,45349
000000052,InternetowyKantor,GBPPLN,unit price,1,53482,53882
000000052,InternetowyKantor,NOKPLN,unit price,1,4507,4567
000000052,Cinkciarz,CHFPLN,50K price,1,47712,47969
000000052,Cinkciarz,EURPLN,50K price,1,46721,46986
000000052,Cinkciarz,GBPPLN,50K price,1,53514,53807
000000052,Cinkciarz,USDPLN,50K price,1,45045,45306
000000052,Cinkciarz,NOKPLN,50K price,1,4504,4566
000000052,Cinkciarz,CHFPLN,unit price,1,47647,48036
000000052,Cinkciarz,EURPLN,unit price,1,46660,47049
000000052,Cinkciarz,GBPPLN,unit price,1,53453,53871
000000052,Cinkciarz,USDPLN,unit price,1,44985,45362
000000052,Cinkciarz,NOKPLN,unit price,1,4504,4566
000000053,InternetowyKantor,EURPLN,unit price,1,46726,47026
000000053,InternetowyKantor,CHFPLN,unit price,1,47759,48159
000000053,InternetowyKantor,USDPLN,unit price,1,45053,45353
000000053,InternetowyKantor,GBPPLN,unit price,1,53486,53886
000000053,InternetowyKantor,NOKPLN,unit price,1,4507,4567
000000053,Cinkciarz,CHFPLN,50K price,1,47712,47966
000000053,Cinkciarz,EURPLN,50K price,1,46722,46986
000000053,Cinkciarz,GBPPLN,50K price,1,53517,53810
000000053,Cinkciarz,USDPLN,50K price,1,45054,45316
000000053,Cinkciarz,NOKPLN,50K price,1,4505,4566
000000053,Cinkciarz,CHFPLN,unit price,1,47645,48033
000000053,Cinkciarz,EURPLN,unit price,1,46659,47048
000000053,Cinkciarz,GBPPLN,unit price,1,53455,53872
000000053,Cinkciarz,USDPLN,unit price,1,44996,45374
000000053,Cinkciarz,NOKPLN,unit price,1,4505,4566
000000054,InternetowyKantor,EURPLN,unit price,1,46725,47025
000000054,InternetowyKantor,CHFPLN,unit price,1,47766,48166
000000054,InternetowyKantor,USDPLN,unit price,1,45051,45351
000000054,InternetowyKantor,GBPPLN,unit price,1,53490,53890
000000054,InternetowyKantor,NOKPLN,unit price,1,4507,4567
000000054,Cinkciarz,CHFPLN,50K price,1,47712,47974
000000054,Cinkciarz,EURPLN,50K price,1,46723,46988
000000054,Cinkciarz,GBPPLN,50K price,1,53524,53817
000000054,Cinkciarz,USDPLN,50K price,1,45047,45309
000000054,Cinkciarz,NOKPLN,50K price,1,4504,4566
000000054,Cinkciarz,CHFPLN,unit price,1,47647,48040
000000054,Cinkciarz,EURPLN,unit price,1,46661,47050
000000054,Cinkciarz,GBPPLN,unit price,1,53456,53884
000000054,Cinkciarz,USDPLN,unit price,1,44992,45369
000000054,Cinkciarz,NOKPLN,unit price,1,4504,4566
000000055,InternetowyKantor,EURPLN,unit price,1,46729,47029
000000055,InternetowyKantor,CHFPLN,unit price,1,47770,48170
000000055,InternetowyKantor,USDPLN,unit price,1,45052,45352
000000055,InternetowyKantor,GBPPLN,unit price,1,53484,53884
000000055,InternetowyKantor,NOKPLN,unit price,1,4506,4566
000000055,Cinkciarz,CHFPLN,50K price,1,47721,47977
000000055,Cinkciarz,EURPLN,50K price,1,46726,46990
000000055,Cinkciarz,GBPPLN,50K price,1,53512,53804
000000055,Cinkciarz,USDPLN,50K price,1,45052,45311
000000055,Cinkciarz,NOKPLN,50K price,1,4503,4565
000000055,Cinkciarz,CHFPLN,unit price,1,47654,48042
000000055,Cinkciarz,EURPLN,unit price,1,46663,47051
000000055,Cinkciarz,GBPPLN,unit price,1,53455,53872
000000055,Cinkciarz,USDPLN,unit price,1,44993,45369
000000055,Cinkciarz,NOKPLN,unit price,1,4503,4565
000000056,InternetowyKantor,EURPLN,unit price,1,46731,47032
000000056,InternetowyKantor,CHFPLN,unit price,1,47764,48164
000000056,InternetowyKantor,USDPLN,unit price,1,45050,45350
000000056,InternetowyKantor,GBPPLN,unit price,1,53490,53890
000000056,InternetowyKantor,NOKPLN,unit price,1,4506,4566
000000056,Cinkciarz,CHFPLN,50K price,1,47714,47974
000000056,Cinkciarz,EURPLN,50K price,1,46725,46990
000000056,Cinkciarz,GBPPLN,50K price,1,53514,53807
000000056,Cinkciarz,USDPLN,50K price,1,45050,45311
000000056,Cinkciarz,NOKPLN,50K price,1,4504,4565
000000056,Cinkciarz,CHFPLN,unit price,1,47648,48041
000000056,Cinkciarz,EURPLN,unit price,1,46664,47053
000000056,Cinkciarz,GBPPLN,unit price,1,53452,53869
000000056,Cinkciarz,USDPLN,unit price,1,44993,45370
000000056,Cinkciarz,NOKPLN,unit price,1,4504,4565
000000057,InternetowyKantor,EURPLN,unit price,1,46730,47030
000000057,InternetowyKantor,CHFPLN,unit price,1,47765,48164
000000057,InternetowyKantor,USDPLN,unit price,1,45047,45347
000000057,InternetowyKantor,GBPPLN,unit price,1,53483,53883
000000057,InternetowyKantor,NOKPLN,unit price,1,4507,4567
000000057,Cinkciarz,CHFPLN,50K price,1,47710,47967
000000057,Cinkciarz,EURPLN,50K price,1,46727,46990
000000057,Cinkciarz,GBPPLN,50K price,1,53512,53804
000000057,Cinkciarz,USDPLN,50K price,1,45048,45310
000000057,Cinkciarz,NOKPLN,50K price,1,4504,4566
000000057,Cinkciarz,CHFPLN,unit price,1,47646,48042
000000057,Cinkciarz,EURPLN,unit price,1,46665,47054
000000057,Cinkciarz,GBPPLN,unit price,1,53442,53871
000000057,Cinkciarz,USDPLN,unit price,1,44987,45364
000000057,Cinkciarz,NOKPLN,unit price,1,4504,4565
000000058,InternetowyKantor,EURPLN,unit price,1,46730,47030
000000058,InternetowyKantor,CHFPLN,unit price,1,47770,48170
000000058,InternetowyKantor,USDPLN,unit price,1,45047,45347
000000058,InternetowyKantor,GBPPLN,unit price,1,53492,53892
000000058,InternetowyKantor,NOKPLN,unit price,1,4507,4567
000000058,Cinkciarz,CHFPLN,50K price,1,47721,47977
000000058,Cinkciarz,EURPLN,50K price,1,46727,46992
000000058,Cinkciarz,GBPPLN,50K price,1,53525,53819
000000058,Cinkciarz,USDPLN,50K price,1,45047,45306
000000058,Cinkciarz,NOKPLN,50K price,1,4504,4565
000000058,Cinkciarz,CHFPLN,unit price,1,47657,48046
000000058,Cinkciarz,EURPLN,unit price,1,46668,47057
000000058,Cinkciarz,GBPPLN,unit price,1,53463,53880
000000058,Cinkciarz,USDPLN,unit price,1,44990,45366
000000058,Cinkciarz,NOKPLN,unit price,1,4504,4565
000000059,InternetowyKantor,EURPLN,unit price,1,46689,46989
000000059,InternetowyKantor,CHFPLN,unit price,1,47725,48125
000000059,InternetowyKantor,USDPLN,unit price,1,45023,45323
000000059,InternetowyKantor,GBPPLN,unit price,1,53437,53837
000000059,InternetowyKantor,NOKPLN,unit price,1,4503,4563
000000059,Cinkciarz,CHFPLN,50K price,1,47675,47930
000000059,Cinkciarz,EURPLN,50K price,1,46689,46954
000000059,Cinkciarz,GBPPLN,50K price,1,53477,53769
000000059,Cinkciarz,USDPLN,50K price,1,45018,45275
000000059,Cinkciarz,NOKPLN,50K price,1,4500,4562
000000059,Cinkciarz,CHFPLN,unit price,1,47599,47987
000000059,Cinkciarz,EURPLN,unit price,1,46617,47006
000000059,Cinkciarz,GBPPLN,unit price,1,53406,53823
000000059,Cinkciarz,USDPLN,unit price,1,44959,45332
000000059,Cinkciarz,NOKPLN,unit price,1,4499,4561
000000060,InternetowyKantor,EURPLN,unit price,1,46698,46998
000000060,InternetowyKantor,CHFPLN,unit price,1,47733,48133
000000060,InternetowyKantor,USDPLN,unit price,1,45031,45331
000000060,InternetowyKantor,GBPPLN,unit price,1,53448,53848
000000060,InternetowyKantor,NOKPLN,unit price,1,4504,4564
000000060,Cinkciarz,CHFPLN,50K price,1,47678,47946
000000060,Cinkciarz,EURPLN,50K price,1,46696,46961
000000060,Cinkciarz,GBPPLN,50K price,1,53479,53772
000000060,Cinkciarz,USDPLN,50K price,1,45029,45289
000000060,Cinkciarz,NOKPLN,50K price,1,4501,4563
000000060,Cinkciarz,CHFPLN,unit price,1,47608,47996
000000060,Cinkciarz,EURPLN,unit price,1,46622,47011
000000060,Cinkciarz,GBPPLN,unit price,1,53408,53825
000000060,Cinkciarz,USDPLN,unit price,1,44964,45338
000000060,Cinkciarz,NOKPLN,unit price,1,4500,4562
